"158","What’s one thing I’ve done that made you feel especially loved?","0"
"159","What’s a tradition you’d like to start with me?","0"
"160","What’s a way you’d like us to grow?","0"
"161","What’s one thing about our relationship that makes you happy?","0"
"162","What’s a lesson you’ve learned from our challenges?","0"
"163","What’s something you think we’ve taught each other?","0"
"164","What’s a small thing you think we should do more often?","0"
"165","What’s something we’ve built together that you’re proud of?","0"
"166","What’s something you’re excited to do with me in the future?","0"
"167","What’s something about our relationship that you value deeply?","0"
"168","What’s something you think we should celebrate more often?","0"
"169","What’s a way you’d like to grow with me?","0"
"170","What’s a quality of mine that you think makes us a great couple?","0"
"171","What’s one thing you think we should focus on in the future?","0"
"172","What’s something about our relationship that makes you proud?","0"
"173","What’s something you think we’ve done well together?","0"
"174","What’s a way you’d like to express your love for me more often?","0"
"175","What’s something you think makes our love unique?","0"
"176","What’s something you’d like to thank me for in our relationship?","0"
"177","What’s something you think makes us a strong couple?","0"
"178","What’s a memory of us that makes you happy?","0"
"179","What’s a way you’d like us to grow together?","0"
"180","What’s something you think we’ve done well as a couple?","0"
"181","What’s one way you’d like to show your love for me more often?","0"
"182","What’s one way you think we could deepen our connection?","0"
"183","What do you think I am still learning about myself?","0"
"184","What fear do you think holds me back the most?","0"
"185","If you could describe our relationship in one word, what would it be?","0"
"186","Write down something you admire about me that you haven’t shared before.","0"
"187","What is a question you’ve always wanted to ask me but haven’t?","0"
"188","How do you think we’ve grown together?","0"
"189","What’s one thing you’d like to do together this year?","0"
"190","What’s a moment in our relationship you’ll never forget?","0"
"191","What is something you hope I never stop doing?","0"
"192","What is your favorite part of our relationship?","0"
"193","What do you think makes a relationship thrive?","0"
"194","What’s a memory of us that makes you smile?","0"
"195","What’s your favorite thing we’ve created together?","0"
"196","What’s something about our relationship you never want to lose?","0"
"197","What do you think is the foundation of our love?","0"
"198","What’s one thing you hope we always prioritize?","0"
"199","What’s a small moment in our relationship that meant a lot to you?","0"
"200","What’s something you want us to work on together?","0"
"201","What do you think is the most fun thing about our relationship?","0"
"202","What do you think is the most romantic thing we’ve done?","0"
"203","What’s something you’d like to thank me for?","0"
"204","What’s a quality of mine that you find comforting?","0"
"205","What’s one thing you’d like us to explore as a couple?","0"
"206","What’s a way you’d like us to strengthen our relationship?","0"
"207","What’s a way I’ve supported you that you’re grateful for?","0"
"208","What’s one way I’ve changed your perspective on love?","0"
"209","What’s a quality of mine that you think makes our relationship strong?","0"
"210","What’s one thing you think makes us compatible?","0"
"211","What’s one way you’d like to show your love for me?","0"
"212","What’s a way I’ve helped you grow as a person?","0"
"213","What’s one way you think we could better support each other?","0"
"214","What’s a way you’d like us to connect more deeply?","0"
"215","What’s something you think we could improve on together?","0"
"216","What’s one thing you’d like to explore with me?","0"
"217","What’s a way you’d like us to grow together?","0"
"218","What’s one thing you’d like to work on together?","0"
"219","What’s one way you think we could grow as a couple?","0"
"220","Write and share a haiku about what makes us special.","0"
"221","What’s a way you think we could deepen our connection?","0"
"222","What’s something you think we could work on as a couple?","0"
"223","What’s something about our relationship that makes you smile?","0"
"224","Draw your interpretation of our happiest moment.","0"
"225","Create a short poem or doodle about what love means to you.","0"
"226","Act out your favorite way to show love without using words.","0"
"227","Write down three words to describe me?","0"
"228","Write a Haiku about our first date","0"
"229","Sketch a picture of me","0"
"230","Design a trophy for what you think I’m best at. ","0"
"231","Create an award or certificate for something we’re really good at as a couple.","0"
"232","Make a comic strip illustrating something we do better than other couples.","0"
"233","Write a short note describing a way you’ve been surprised by me, then exchange and read aloud.","0"
"234","Write a mini love letter about a new way you’d like to show me love.","0"
"235","What’s a moment in our relationship that taught you something?","0"
"236","Write and share a haiku about what makes us special.","0"
"237","Draw a postcard of a memory you’d like to relive with me.","0"
"238","What’s your favorite way to be touched?","0"
"239","What’s a sexual fantasy you’ve always wanted to explore?","0"
"240","What’s a memory of ours that you find most intimate?","0"
"241","What do you think makes our sexual connection unique?","0"
"242","What’s something you’ve wanted to try in the bedroom but haven’t shared?","0"
"243","What’s a way I could make you feel more desired?","0"
"244","What’s a quality about our intimacy that you appreciate most?","0"
"245","What’s a time when you felt the most connected to me sexually?","0"
"246","What do you think is the most attractive thing about me during intimacy?","0"
"247","What’s a way you’d like us to enhance our sex life?","0"
"248","What’s a position or act you’d like to explore together?","0"
"249","What’s a way you express your desire for me non-verbally?","0"
"250","What’s a song that gets you in the mood for intimacy?","0"
"251","What’s a place you’d like to explore being intimate together?","0"
"252","What’s your favorite kind of foreplay?","0"
"253","What’s something you find sexy about me that I may not realize?","0"
"254","What’s a way we could deepen our connection outside of the bedroom?","0"
"255","What’s your favorite way to build anticipation for intimacy?","0"
"256","What’s a way I make you feel confident in the bedroom?","0"
"257","What’s a way I could make you feel safer expressing your desires?","0"
"258","What’s a compliment you’d like to hear during intimacy?","0"
"259","What’s a time when you felt the most confident during intimacy?","0"
"260","What’s a way you’d like me to initiate intimacy more often?","0"
"261","What’s a way we could make our intimacy more playful?","0"
"262","What’s a boundary you’ve set that’s important for me to honor?","0"
"263","What’s a time when you felt the most supported during intimacy?","0"
"264","What’s a way I can help you feel more comfortable sharing fantasies?","0"
"265","What’s a way you’d like to celebrate our sexual connection?","0"
"266","What’s a quality of mine that you think enhances our intimacy?","0"
"267","What’s a way you’d like to slow down during intimacy?","0"
"268","What’s something you think we could explore to deepen our trust?","0"
"269","What’s a way I could make you feel more adventurous in the bedroom?","0"
"270","What’s something I do during intimacy that makes you feel special?","0"
"271","What’s a way I’ve helped you grow in your understanding of intimacy?","0"
"272","What’s a way you’d like us to communicate more during intimacy?","0"
"273","What’s a time when you felt the most emotionally connected during intimacy?","0"
"274","What’s a way you’d like me to show you more affection outside of sex?","0"
"275","What’s a way we could make intimacy feel more spontaneous?","0"
"276","What’s a way I could make you feel more seen during intimacy?","0"
"277","What’s a way you think we could experiment with power dynamics in a safe way?","0"
"278","What’s a way we could strengthen our physical connection?","0"
"279","What’s a question you’ve wanted to ask me about our sex life?","0"
"280","What’s a time when you felt the most proud of our connection?","0"
"281","What’s a way we could incorporate more humor into our intimacy?","0"
"282","What’s a way you’d like us to debrief after intimate moments?","0"
"283","What’s a scent or texture that enhances your mood for intimacy?","0"
"284","What’s a way we could turn daily routines into opportunities for intimacy?","0"
"285","What’s a time when I made you feel most desired?","0"
"286","What’s a way you’d like us to create more rituals around intimacy?","0"
